snapshot_utc,terminal,metric,maturity,pub_id,gas_day,value,unit,quality,generated_at,detail,item_name
2026-08-31T23:44:27+00:00,south_hook,send_out,D+1,PUBOBJ607,2026-08-29,54069443,kWh,L,2026-08-30T12:01:01,physical,"System Entry Energy, SouthHook, D+1"
2026-08-31T23:44:27+00:00,south_hook,send_out,D+1,PUBOBJ607,2026-08-30,54094446,kWh,L,2026-08-31T12:01:01,physical,"System Entry Energy, SouthHook, D+1"
2026-08-31T23:44:27+00:00,south_hook,send_out,D+2,PUBOB3481,2026-08-28,71997223,kWh,,2026-08-30T10:00:00,commercial,"System Entry Energy, South Hook, D+2"
2026-08-31T23:44:27+00:00,south_hook,send_out,D+2,PUBOB3481,2026-08-29,54069443,kWh,,2026-08-31T10:00:00,commercial,"System Entry Energy, South Hook, D+2"
2026-08-31T23:44:27+00:00,dragon,send_out,D+1,PUBOBJ600,2026-08-28,0,kWh,L,2026-08-29T12:01:00,physical,"System Entry Energy, Dragon, D+1"
2026-08-31T23:44:27+00:00,dragon,send_out,D+1,PUBOBJ600,2026-08-29,0,kWh,L,2026-08-30T12:01:01,physical,"System Entry Energy, Dragon, D+1"
2026-08-31T23:44:27+00:00,dragon,send_out,D+1,PUBOBJ600,2026-08-30,0,kWh,L,2026-08-31T12:01:01,physical,"System Entry Energy, Dragon, D+1"
2026-08-31T23:44:27+00:00,dragon,send_out,D+2,PUBOB3565,2026-08-28,0,kWh,,2026-08-30T10:00:00,commercial,"System Entry Energy, Milford Haven - Dragon, D+2"
2026-08-31T23:44:27+00:00,dragon,send_out,D+2,PUBOB3565,2026-08-29,0,kWh,,2026-08-31T10:00:00,commercial,"System Entry Energy, Milford Haven - Dragon, D+2"
2026-08-31T23:44:27+00:00,grain,stock,D0,PUBOBJ2363,2026-08-28,2434259309,kw/h,,2026-08-28T15:56:00,opening stock,"Opening Stock, Isle Of Grain, LNG Importation"
2026-08-31T23:44:27+00:00,grain,stock,D0,PUBOBJ2363,2026-08-29,2396348180,kw/h,,2026-08-29T15:56:00,opening stock,"Opening Stock, Isle Of Grain, LNG Importation"
2026-08-31T23:44:27+00:00,grain,stock,D0,PUBOBJ2363,2026-08-30,2358038505,kw/h,,2026-08-30T15:56:00,opening stock,"Opening Stock, Isle Of Grain, LNG Importation"
2026-08-31T23:44:27+00:00,grain,stock,D0,PUBOBJ2363,2026-08-31,2319870105,kw/h,,2026-08-31T15:56:00,opening stock,"Opening Stock, Isle Of Grain, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,stock,D0,PUBOBJ2371,2026-08-28,3939578693,kw/h,,2026-08-28T15:56:00,opening stock,"Opening Stock, South Hook, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,stock,D0,PUBOBJ2371,2026-08-29,3823840623,kw/h,,2026-08-29T15:56:00,opening stock,"Opening Stock, South Hook, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,stock,D0,PUBOBJ2371,2026-08-30,3769101402,kw/h,,2026-08-30T15:56:00,opening stock,"Opening Stock, South Hook, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,stock,D0,PUBOBJ2371,2026-08-31,3714379181,kw/h,,2026-08-31T15:56:00,opening stock,"Opening Stock, South Hook, LNG Importation"
2026-08-31T23:44:27+00:00,dragon,stock,D0,PUBOBJ2372,2026-08-28,701570623,kw/h,,2026-08-28T15:56:00,opening stock,"Opening Stock, Dragon, LNG Importation"
2026-08-31T23:44:27+00:00,dragon,stock,D0,PUBOBJ2372,2026-08-29,704729406,kw/h,,2026-08-29T15:56:00,opening stock,"Opening Stock, Dragon, LNG Importation"
2026-08-31T23:44:27+00:00,dragon,stock,D0,PUBOBJ2372,2026-08-30,704527570,kw/h,,2026-08-30T15:56:00,opening stock,"Opening Stock, Dragon, LNG Importation"
2026-08-31T23:44:27+00:00,dragon,stock,D0,PUBOBJ2372,2026-08-31,704500369,kw/h,,2026-08-31T15:56:00,opening stock,"Opening Stock, Dragon, LNG Importation"
2026-08-31T23:44:27+00:00,grain,inflow,D+1,PUBOBJ2403,2026-08-28,0,kw/h,,2026-08-28T15:56:00,LNG importation,"Inflow, Isle Of Grain, LNG Importation"
2026-08-31T23:44:27+00:00,grain,inflow,D+1,PUBOBJ2403,2026-08-29,0,kw/h,,2026-08-29T15:56:00,LNG importation,"Inflow, Isle Of Grain, LNG Importation"
2026-08-31T23:44:27+00:00,grain,inflow,D+1,PUBOBJ2403,2026-08-30,0,kw/h,,2026-08-30T15:56:00,LNG importation,"Inflow, Isle Of Grain, LNG Importation"
2026-08-31T23:44:27+00:00,grain,inflow,D+1,PUBOBJ2403,2026-08-31,0,kw/h,,2026-08-31T15:56:00,LNG importation,"Inflow, Isle Of Grain, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,inflow,D+1,PUBOBJ2411,2026-08-28,977153885,kw/h,,2026-08-28T15:56:00,LNG importation,"Inflow, South Hook, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,inflow,D+1,PUBOBJ2411,2026-08-29,0,kw/h,,2026-08-29T15:56:00,LNG importation,"Inflow, South Hook, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,inflow,D+1,PUBOBJ2411,2026-08-30,0,kw/h,,2026-08-30T15:56:00,LNG importation,"Inflow, South Hook, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,inflow,D+1,PUBOBJ2411,2026-08-31,0,kw/h,,2026-08-31T15:56:00,LNG importation,"Inflow, South Hook, LNG Importation"
2026-08-31T23:44:27+00:00,dragon,inflow,D+1,PUBOBJ2412,2026-08-28,534145,kw/h,,2026-08-28T15:56:00,LNG importation,"Inflow, Dragon, LNG Importation"
2026-08-31T23:44:27+00:00,dragon,inflow,D+1,PUBOBJ2412,2026-08-29,3158783,kw/h,,2026-08-29T15:56:00,LNG importation,"Inflow, Dragon, LNG Importation"
2026-08-31T23:44:27+00:00,dragon,inflow,D+1,PUBOBJ2412,2026-08-30,0,kw/h,,2026-08-30T15:56:00,LNG importation,"Inflow, Dragon, LNG Importation"
2026-08-31T23:44:27+00:00,dragon,inflow,D+1,PUBOBJ2412,2026-08-31,0,kw/h,,2026-08-31T15:56:00,LNG importation,"Inflow, Dragon, LNG Importation"
2026-08-31T23:44:27+00:00,grain,outflow,D+1,PUBOBJ2415,2026-08-28,39012545,kw/h,,2026-08-28T15:56:00,LNG importation,"Outflow, Isle Of Grain, LNG Importation"
2026-08-31T23:44:27+00:00,grain,outflow,D+1,PUBOBJ2415,2026-08-29,37911129,kw/h,,2026-08-29T15:56:00,LNG importation,"Outflow, Isle Of Grain, LNG Importation"
2026-08-31T23:44:27+00:00,grain,outflow,D+1,PUBOBJ2415,2026-08-30,38309675,kw/h,,2026-08-30T15:56:00,LNG importation,"Outflow, Isle Of Grain, LNG Importation"
2026-08-31T23:44:27+00:00,grain,outflow,D+1,PUBOBJ2415,2026-08-31,38168400,kw/h,,2026-08-31T15:56:00,LNG importation,"Outflow, Isle Of Grain, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,outflow,D+1,PUBOBJ2423,2026-08-28,0,kw/h,,2026-08-28T15:56:00,LNG importation,"Outflow, South Hook, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,outflow,D+1,PUBOBJ2423,2026-08-29,115738070,kw/h,,2026-08-29T15:56:00,LNG importation,"Outflow, South Hook, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,outflow,D+1,PUBOBJ2423,2026-08-30,54739221,kw/h,,2026-08-30T15:56:00,LNG importation,"Outflow, South Hook, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,outflow,D+1,PUBOBJ2423,2026-08-31,54722221,kw/h,,2026-08-31T15:56:00,LNG importation,"Outflow, South Hook, LNG Importation"
2026-08-31T23:44:27+00:00,dragon,outflow,D+1,PUBOBJ2424,2026-08-28,0,kw/h,,2026-08-28T15:56:00,LNG importation,"Outflow, Dragon, LNG Importation"
2026-08-31T23:44:27+00:00,dragon,outflow,D+1,PUBOBJ2424,2026-08-29,0,kw/h,,2026-08-29T15:56:00,LNG importation,"Outflow, Dragon, LNG Importation"
2026-08-31T23:44:27+00:00,dragon,outflow,D+1,PUBOBJ2424,2026-08-30,201836,kw/h,,2026-08-30T15:56:00,LNG importation,"Outflow, Dragon, LNG Importation"
2026-08-31T23:44:27+00:00,dragon,outflow,D+1,PUBOBJ2424,2026-08-31,27201,kw/h,,2026-08-31T15:56:00,LNG importation,"Outflow, Dragon, LNG Importation"
2026-08-31T23:44:27+00:00,grain,nomination,live,PUBOBJ1117,2026-08-28,0,kWh,,2026-08-29T04:20:10,Grain NTS1,"Nominations, Prevailing Nomination, GrainNTS1, LNG Importation"
2026-08-31T23:44:27+00:00,grain,nomination,live,PUBOBJ1117,2026-08-29,0,kWh,,2026-08-30T04:20:10,Grain NTS1,"Nominations, Prevailing Nomination, GrainNTS1, LNG Importation"
2026-08-31T23:44:27+00:00,grain,nomination,live,PUBOBJ1117,2026-08-30,0,kWh,,2026-08-31T04:20:10,Grain NTS1,"Nominations, Prevailing Nomination, GrainNTS1, LNG Importation"
2026-08-31T23:44:27+00:00,grain,nomination,live,PUBOBJ1117,2026-08-31,0,kWh,,2026-09-01T00:20:10,Grain NTS1,"Nominations, Prevailing Nomination, GrainNTS1, LNG Importation"
2026-08-31T23:44:27+00:00,grain,nomination,live,PUBOBJ1117,2026-09-01,0,kWh,,2026-08-31T15:20:15,Grain NTS1,"Nominations, Prevailing Nomination, GrainNTS1, LNG Importation"
2026-08-31T23:44:27+00:00,grain,nomination,live,PUBOBJ1118,2026-08-28,0,kWh,,2026-08-29T04:20:10,Grain NTS2,"Nominations, Prevailing Nomination, GrainNTS2, LNG Importation"
2026-08-31T23:44:27+00:00,grain,nomination,live,PUBOBJ1118,2026-08-29,0,kWh,,2026-08-30T04:20:10,Grain NTS2,"Nominations, Prevailing Nomination, GrainNTS2, LNG Importation"
2026-08-31T23:44:27+00:00,grain,nomination,live,PUBOBJ1118,2026-08-30,0,kWh,,2026-08-31T04:20:10,Grain NTS2,"Nominations, Prevailing Nomination, GrainNTS2, LNG Importation"
2026-08-31T23:44:27+00:00,grain,nomination,live,PUBOBJ1118,2026-08-31,0,kWh,,2026-09-01T00:20:10,Grain NTS2,"Nominations, Prevailing Nomination, GrainNTS2, LNG Importation"
2026-08-31T23:44:27+00:00,grain,nomination,live,PUBOBJ1118,2026-09-01,0,kWh,,2026-08-31T15:20:15,Grain NTS2,"Nominations, Prevailing Nomination, GrainNTS2, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,nomination,live,PUBOBJ1119,2026-08-28,72000000,kWh,,2026-08-29T04:20:10,,"Nominations, Prevailing Nomination, SouthHook, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,nomination,live,PUBOBJ1119,2026-08-29,54105187,kWh,,2026-08-30T04:20:10,,"Nominations, Prevailing Nomination, SouthHook, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,nomination,live,PUBOBJ1119,2026-08-30,54105187,kWh,,2026-08-31T04:20:10,,"Nominations, Prevailing Nomination, SouthHook, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,nomination,live,PUBOBJ1119,2026-08-31,56053868,kWh,,2026-09-01T00:20:10,,"Nominations, Prevailing Nomination, SouthHook, LNG Importation"
2026-08-31T23:44:27+00:00,south_hook,nomination,live,PUBOBJ1119,2026-09-01,54323910,kWh,,2026-08-31T15:20:15,,"Nominations, Prevailing Nomination, SouthHook, LNG Importation"
2026-08-31T23:44:27+00:00,grain,boiloff_nom,live,PUBOBJ1141,2026-08-28,34999999,kWh,,2026-08-29T04:20:10,storage boil-off,"Nominations, Prevailing Nomination, IsleOfGrainBL, Storage Boiloff"
2026-08-31T23:44:27+00:00,grain,boiloff_nom,live,PUBOBJ1141,2026-08-29,34999999,kWh,,2026-08-30T04:20:10,storage boil-off,"Nominations, Prevailing Nomination, IsleOfGrainBL, Storage Boiloff"
2026-08-31T23:44:27+00:00,grain,boiloff_nom,live,PUBOBJ1141,2026-08-30,34999999,kWh,,2026-08-31T04:20:10,storage boil-off,"Nominations, Prevailing Nomination, IsleOfGrainBL, Storage Boiloff"
2026-08-31T23:44:27+00:00,grain,boiloff_nom,live,PUBOBJ1141,2026-08-31,34999999,kWh,,2026-09-01T00:20:10,storage boil-off,"Nominations, Prevailing Nomination, IsleOfGrainBL, Storage Boiloff"
2026-08-31T23:44:27+00:00,grain,boiloff_nom,live,PUBOBJ1141,2026-09-01,43792130,kWh,,2026-08-31T15:20:15,storage boil-off,"Nominations, Prevailing Nomination, IsleOfGrainBL, Storage Boiloff"
2026-08-31T23:44:27+00:00,grain,cv,D+2,PUBOB369,2026-08-28,39.55,MJ/scm,,2026-08-30T10:00:00,Grain NTS1,"System Entry Calorific Value, Grain NTS 1, D+2"
2026-08-31T23:44:27+00:00,grain,cv,D+2,PUBOB369,2026-08-29,39.53,MJ/scm,,2026-08-31T10:00:00,Grain NTS1,"System Entry Calorific Value, Grain NTS 1, D+2"
2026-08-31T23:44:27+00:00,grain,cv,D+2,PUBOB3475,2026-08-28,39.42,MJ/scm,,2026-08-30T10:00:00,Grain NTS2,"System Entry Calorific Value, Grain NTS 2, D+2"
2026-08-31T23:44:27+00:00,grain,cv,D+2,PUBOB3475,2026-08-29,39.46,MJ/scm,,2026-08-31T10:00:00,Grain NTS2,"System Entry Calorific Value, Grain NTS 2, D+2"
2026-08-31T23:44:27+00:00,south_hook,cv,D+2,PUBOB3482,2026-08-28,38.98,MJ/scm,,2026-08-30T10:00:00,,"System Entry Calorific Value, South Hook, D+2"
2026-08-31T23:44:27+00:00,south_hook,cv,D+2,PUBOB3482,2026-08-29,39.07,MJ/scm,,2026-08-31T10:00:00,,"System Entry Calorific Value, South Hook, D+2"
2026-08-31T23:44:27+00:00,dragon,cv,D+2,PUBOB3566,2026-08-28,39,MJ/scm,,2026-08-30T10:00:00,,"System Entry Calorific Value, Milford Haven - Dragon, D+2"
2026-08-31T23:44:27+00:00,dragon,cv,D+2,PUBOB3566,2026-08-29,39,MJ/scm,,2026-08-31T10:00:00,,"System Entry Calorific Value, Milford Haven - Dragon, D+2"
