snapshot_utc,terminal,gas_day,facility_eic,company_eic,country,facility_name,inventory_1e3m3,inventory_gwh,send_out_gwh_d,dtmi_1e3m3,dtmi_gwh,dtrs_gwh_d,contracted_capacity,available_capacity,status,updated_at,latitude,longitude,info
2026-08-31T23:44:27+00:00,zeebrugge,2026-08-28,21W0000000001245,21X000000001006T,BE,Zeebrugge LNG Terminal,210.23,1397.73,97.7,566.0,3763.09,724.1,724.1,0.0,C,2026-08-29 12:20:03,51.3529,3.1819,
2026-08-31T23:44:27+00:00,dunkerque,2026-08-31,21W0000000000451,21X000000001331I,FR,Dunkerque LNG Terminal,207.68,1389.14,197.0,570.15,3813.65,544.8,519.8,25.0,E,2026-08-31 04:40:03,51.0395,2.187,
2026-08-31T23:44:27+00:00,dunkerque,2026-08-30,21W0000000000451,21X000000001331I,FR,Dunkerque LNG Terminal,207.68,1389.14,197.0,570.15,3813.65,544.8,519.8,25.0,C,2026-08-31 04:40:03,51.0395,2.187,
2026-08-31T23:44:27+00:00,dunkerque,2026-08-29,21W0000000000451,21X000000001331I,FR,Dunkerque LNG Terminal,139.92,939.05,290.6,570.15,3826.47,544.8,519.8,25.0,C,2026-08-30 04:40:04,51.0395,2.187,
2026-08-31T23:44:27+00:00,dunkerque,2026-08-28,21W0000000000451,21X000000001331I,FR,Dunkerque LNG Terminal,183.26,1230.59,250.4,570.15,3828.55,544.8,519.8,25.0,C,2026-08-29 04:40:04,51.0395,2.187,
2026-08-31T23:44:27+00:00,grain,2026-08-31,21W000000000099F,21X-GB-A-A0A0A-7,GB*,Isle of Grain LNG Terminal (Post-Brexit),,,,,,,,,N,2026-08-31 22:01:41,0.0,0.0,
2026-08-31T23:44:27+00:00,grain,2026-08-30,21W000000000099F,21X-GB-A-A0A0A-7,GB*,Isle of Grain LNG Terminal (Post-Brexit),,,,,,,,,N,2026-08-31 22:01:41,0.0,0.0,
2026-08-31T23:44:27+00:00,grain,2026-08-29,21W000000000099F,21X-GB-A-A0A0A-7,GB*,Isle of Grain LNG Terminal (Post-Brexit),,,,,,,,,N,2026-08-31 22:01:41,0.0,0.0,
2026-08-31T23:44:27+00:00,grain,2026-08-28,21W000000000099F,21X-GB-A-A0A0A-7,GB*,Isle of Grain LNG Terminal (Post-Brexit),,,,,,,,,N,2026-08-31 22:01:41,0.0,0.0,
2026-08-31T23:44:27+00:00,grain,2026-08-31,21W000000000099F,21X-GB-A-A0A0A-7,GB,Isle of Grain LNG Terminal,,,,,,,,,N,2026-08-31 22:01:41,51.4518,0.6816,
2026-08-31T23:44:27+00:00,grain,2026-08-30,21W000000000099F,21X-GB-A-A0A0A-7,GB,Isle of Grain LNG Terminal,,,,,,,,,N,2026-08-31 22:01:41,51.4518,0.6816,
2026-08-31T23:44:27+00:00,grain,2026-08-29,21W000000000099F,21X-GB-A-A0A0A-7,GB,Isle of Grain LNG Terminal,,,,,,,,,N,2026-08-31 22:01:41,51.4518,0.6816,
2026-08-31T23:44:27+00:00,grain,2026-08-28,21W000000000099F,21X-GB-A-A0A0A-7,GB,Isle of Grain LNG Terminal,,,,,,,,,N,2026-08-31 22:01:41,51.4518,0.6816,
2026-08-31T23:44:27+00:00,milford_haven,2026-08-31,21W0000000000419,21X0000000013554,GB*,South Hook LNG Terminal (Post-Brexit),,,,,,,,,N,2026-08-31 22:01:41,0.0,0.0,
2026-08-31T23:44:27+00:00,milford_haven,2026-08-30,21W0000000000419,21X0000000013554,GB*,South Hook LNG Terminal (Post-Brexit),,,,,,,,,N,2026-08-31 22:01:41,0.0,0.0,
2026-08-31T23:44:27+00:00,milford_haven,2026-08-29,21W0000000000419,21X0000000013554,GB*,South Hook LNG Terminal (Post-Brexit),,,,,,,,,N,2026-08-31 22:01:41,0.0,0.0,
2026-08-31T23:44:27+00:00,milford_haven,2026-08-28,21W0000000000419,21X0000000013554,GB*,South Hook LNG Terminal (Post-Brexit),,,,,,,,,N,2026-08-31 22:01:41,0.0,0.0,
2026-08-31T23:44:27+00:00,milford_haven,2026-08-31,21W0000000000419,21X0000000013554,GB,South Hook LNG Terminal,,,,,,,,,N,2026-08-31 22:01:41,51.721,-5.0809,
2026-08-31T23:44:27+00:00,milford_haven,2026-08-30,21W0000000000419,21X0000000013554,GB,South Hook LNG Terminal,,,,,,,,,N,2026-08-31 22:01:41,51.721,-5.0809,
2026-08-31T23:44:27+00:00,milford_haven,2026-08-29,21W0000000000419,21X0000000013554,GB,South Hook LNG Terminal,,,,,,,,,N,2026-08-31 22:01:41,51.721,-5.0809,
2026-08-31T23:44:27+00:00,milford_haven,2026-08-28,21W0000000000419,21X0000000013554,GB,South Hook LNG Terminal,,,,,,,,,N,2026-08-31 22:01:41,51.721,-5.0809,
2026-08-31T23:44:27+00:00,montoir,2026-08-31,63W631527814486R,21X0000000010679,FR,Montoir de Bretagne LNG Terminal,257.09,1713.92,231.3,360.0,2399.98,337.0,100.0,0.0,E,2026-08-31 08:00:09,47.3034,-2.1368,
2026-08-31T23:44:27+00:00,montoir,2026-08-30,63W631527814486R,21X0000000010679,FR,Montoir de Bretagne LNG Terminal,257.09,1713.92,231.3,360.0,2399.98,337.0,100.0,0.0,C,2026-08-31 08:00:09,47.3034,-2.1368,
2026-08-31T23:44:27+00:00,montoir,2026-08-29,63W631527814486R,21X0000000010679,FR,Montoir de Bretagne LNG Terminal,129.21,861.39,231.3,360.0,2399.97,337.0,100.0,0.0,C,2026-08-30 08:00:13,47.3034,-2.1368,
2026-08-31T23:44:27+00:00,montoir,2026-08-28,63W631527814486R,21X0000000010679,FR,Montoir de Bretagne LNG Terminal,164.33,1095.52,232.3,360.0,2399.97,337.0,100.0,0.0,C,2026-08-29 08:00:14,47.3034,-2.1368,
2026-08-31T23:44:27+00:00,lehavre,2026-08-31,63W835858561887S,63X218318139939Y,FR,Le Havre LNG Terminal (FSRU Cape Ann),,,,,,,,,N,2026-08-31 22:01:41,49.4792,0.0907,
2026-08-31T23:44:27+00:00,lehavre,2026-08-30,63W835858561887S,63X218318139939Y,FR,Le Havre LNG Terminal (FSRU Cape Ann),,,,,,,,,N,2026-08-31 22:01:41,49.4792,0.0907,
2026-08-31T23:44:27+00:00,lehavre,2026-08-29,63W835858561887S,63X218318139939Y,FR,Le Havre LNG Terminal (FSRU Cape Ann),,,,,,,,,N,2026-08-31 22:01:41,49.4792,0.0907,
2026-08-31T23:44:27+00:00,lehavre,2026-08-28,63W835858561887S,63X218318139939Y,FR,Le Havre LNG Terminal (FSRU Cape Ann),,,,,,,,,N,2026-08-31 22:01:41,49.4792,0.0907,
2026-08-31T23:44:27+00:00,wilhelmshaven,2026-08-31,21W000000000129W,21X000000001403J,DE,Wilhelmshaven LNG Terminal 1 (FSRU Hoegh Esperanza),104.96,681.93,151.0,167.56,1088.65,160.1,160.1,0.0,E,2026-08-31 12:31:02,53.5224,8.1519,
2026-08-31T23:44:27+00:00,wilhelmshaven,2026-08-30,21W000000000129W,21X000000001403J,DE,Wilhelmshaven LNG Terminal 1 (FSRU Hoegh Esperanza),104.96,681.93,151.0,167.56,1088.65,160.1,160.1,0.0,C,2026-08-31 12:31:02,53.5224,8.1519,
2026-08-31T23:44:27+00:00,wilhelmshaven,2026-08-29,21W000000000129W,21X000000001403J,DE,Wilhelmshaven LNG Terminal 1 (FSRU Hoegh Esperanza),128.26,833.26,151.1,167.56,1088.58,160.1,160.1,0.0,C,2026-08-31 12:20:08,53.5224,8.1519,
2026-08-31T23:44:27+00:00,wilhelmshaven,2026-08-28,21W000000000129W,21X000000001403J,DE,Wilhelmshaven LNG Terminal 1 (FSRU Hoegh Esperanza),151.57,984.6,150.9,167.56,1088.47,160.1,160.1,0.0,C,2026-08-31 12:16:04,53.5224,8.1519,
2026-08-31T23:44:27+00:00,wilhelmshaven,2026-08-31,37W000000000111J,21X000000001403J,DE,Wilhelmshaven LNG Terminal 2 (FSRU Excelerate Excelsior),115.07,782.91,96.8,135.99,925.24,144.1,144.1,0.0,E,2026-08-31 12:31:02,53.5252,8.1545,
2026-08-31T23:44:27+00:00,wilhelmshaven,2026-08-30,37W000000000111J,21X000000001403J,DE,Wilhelmshaven LNG Terminal 2 (FSRU Excelerate Excelsior),115.07,782.91,96.8,135.99,925.24,144.1,144.1,0.0,C,2026-08-31 12:31:02,53.5252,8.1545,
2026-08-31T23:44:27+00:00,wilhelmshaven,2026-08-29,37W000000000111J,21X000000001403J,DE,Wilhelmshaven LNG Terminal 2 (FSRU Excelerate Excelsior),59.01,398.09,96.3,135.99,917.41,144.1,144.1,0.0,C,2026-08-31 12:20:08,53.5252,8.1545,
2026-08-31T23:44:27+00:00,wilhelmshaven,2026-08-28,37W000000000111J,21X000000001403J,DE,Wilhelmshaven LNG Terminal 2 (FSRU Excelerate Excelsior),12.26,79.68,94.7,135.99,883.82,144.1,144.1,0.0,C,2026-08-31 12:16:04,53.5252,8.1545,
2026-08-31T23:44:27+00:00,brunsbuettel,2026-08-31,37W000000000107A,21X000000001403J,DE,Brunsbuettel LNG Terminal 1 (FSRU Hoegh Gannet),95.73,636.74,26.6,167.52,1114.25,128.1,128.1,0.0,E,2026-08-31 12:31:02,53.8873,9.172,
2026-08-31T23:44:27+00:00,brunsbuettel,2026-08-30,37W000000000107A,21X000000001403J,DE,Brunsbuettel LNG Terminal 1 (FSRU Hoegh Gannet),95.73,636.74,26.6,167.52,1114.25,128.1,128.1,0.0,C,2026-08-31 12:31:02,53.8873,9.172,
2026-08-31T23:44:27+00:00,brunsbuettel,2026-08-29,37W000000000107A,21X000000001403J,DE,Brunsbuettel LNG Terminal 1 (FSRU Hoegh Gannet),99.81,663.87,26.6,167.52,1114.23,128.1,128.1,0.0,C,2026-08-31 12:20:08,53.8873,9.172,
2026-08-31T23:44:27+00:00,brunsbuettel,2026-08-28,37W000000000107A,21X000000001403J,DE,Brunsbuettel LNG Terminal 1 (FSRU Hoegh Gannet),103.84,690.5,26.6,167.52,1113.95,128.1,128.1,0.0,C,2026-08-31 12:16:04,53.8873,9.172,
2026-08-31T23:44:27+00:00,stade,2026-08-31,37W000000000110L,21X000000001403J,DE,Stade LNG Terminal 1 (FSRU Energos Force),,,,,,,,,N,2026-08-31 22:01:41,53.6556,9.5199,
2026-08-31T23:44:27+00:00,stade,2026-08-30,37W000000000110L,21X000000001403J,DE,Stade LNG Terminal 1 (FSRU Energos Force),,,,,,,,,N,2026-08-31 22:01:41,53.6556,9.5199,
2026-08-31T23:44:27+00:00,stade,2026-08-29,37W000000000110L,21X000000001403J,DE,Stade LNG Terminal 1 (FSRU Energos Force),,,,,,,,,N,2026-08-31 22:01:41,53.6556,9.5199,
2026-08-31T23:44:27+00:00,stade,2026-08-28,37W000000000110L,21X000000001403J,DE,Stade LNG Terminal 1 (FSRU Energos Force),,,,,,,,,N,2026-08-31 22:01:41,53.6556,9.5199,
2026-08-31T23:44:27+00:00,mukran,2026-08-31,37W000000000114D,37X000000000265F,DE,Mukran LNG Terminal (FSRU Neptune / FSRU Energos Power),91.94,603.55,135.8,310.0,2035.03,411.7,153.2,258.5,E,2026-08-31 17:00:10,54.4802,13.5934,
2026-08-31T23:44:27+00:00,mukran,2026-08-30,37W000000000114D,37X000000000265F,DE,Mukran LNG Terminal (FSRU Neptune / FSRU Energos Power),91.94,603.55,135.8,310.0,2035.03,411.7,153.2,258.5,C,2026-08-31 17:00:10,54.4802,13.5934,
2026-08-31T23:44:27+00:00,mukran,2026-08-29,37W000000000114D,37X000000000265F,DE,Mukran LNG Terminal (FSRU Neptune / FSRU Energos Power),113.28,742.54,135.7,310.0,2032.02,411.7,153.2,258.5,C,2026-08-31 17:00:06,54.4802,13.5934,
2026-08-31T23:44:27+00:00,mukran,2026-08-28,37W000000000114D,37X000000000265F,DE,Mukran LNG Terminal (FSRU Neptune / FSRU Energos Power),134.7,881.63,148.2,310.0,2028.99,411.7,153.2,258.5,C,2026-08-31 17:00:08,54.4802,13.5934,
